source,model,scenario_id,domain,bucket,condition,seed,trajectory_success,action_trajectory_success,pre_gap_success,post_gap_success,belief_reporting_success,state_belief_success,response_style_success,failure_tags,model_calls,prompt_tokens,completion_tokens,total_tokens,cost,latency_s,error
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v0_s04,repair,5-8,prosody_high,0,False,False,False,True,True,False,False,PREMATURE_ESCALATION;PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,17596,309,17905,0.0174753,143.001,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v0_s04,repair,5-8,prosody_high,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,21213,353,21566,0.0212037,131.926,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v0_s04,repair,5-8,prosody_low,0,False,True,True,True,True,False,True,STATE_BELIEF_ERROR,14,20706,347,21053,0.0206817,125.477,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v0_s04,repair,5-8,prosody_low,1,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,18342,335,18677,0.0182849,111.971,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v0_s04,repair,5-8,transcript_only,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,3802,319,4121,0.0019381,115.142,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v0_s04,repair,5-8,transcript_only,1,True,True,True,True,True,True,,,14,4040,343,4383,0.0020695,132.855,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,clue_removed,0,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,23295,381,23676,0.0234061,147.632,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,clue_removed,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,19191,319,19510,0.0191471,127.729,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,full_audio,0,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,18729,290,19019,0.0186126,194.275,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,full_audio,1,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,18225,288,18513,0.0181036,192.028,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,gap_no_state_change,0,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,18371,291,18662,0.0182571,202.885,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,gap_no_state_change,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21304,332,21636,0.0212926,164.129,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,neutral_audio,0,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,17650,289,17939,0.0175311,162.705,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,neutral_audio,1,False,False,True,False,True,False,,PREMATURE_CLOSE;STATE_BELIEF_ERROR,14,18865,305,19170,0.0187833,168.822,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,prosody_high,0,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,21533,343,21876,0.0214987,129.224,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,prosody_high,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,19517,330,19847,0.0194502,110.833,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,prosody_low,0,False,False,True,False,True,True,False,PREMATURE_CLOSE;PROSODY_GROUNDING_FAILURE,14,21330,324,21654,0.0212482,81.01,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,prosody_low,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,18680,294,18974,0.0185232,74.201,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,transcript_only,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,4239,351,4590,0.0021492,222.878,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-2.5-flash.jsonl,google/gemini-2.5-flash,warranty_5to8_v1_s04,repair,5-8,transcript_only,1,True,True,True,True,True,True,,,14,3781,340,4121,0.0019843,111.761,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,clue_removed,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,19497,377,19874,0.0200055,156.304,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,clue_removed,1,True,True,True,True,True,True,,,14,19214,349,19563,0.0196385,127.444,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,full_audio,0,True,True,True,True,True,True,,,14,19638,367,20005,0.0201165,107.22,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,full_audio,1,True,True,True,True,True,True,,,14,20216,379,20595,0.0207305,97.007,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,gap_no_state_change,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,20986,362,21348,0.0214495,167.201,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,gap_no_state_change,1,True,True,True,True,True,True,,,14,20386,399,20785,0.0209605,144.169,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21004,382,21386,0.0215275,145.866,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,neutral_audio,1,True,True,True,True,True,True,,,14,20321,392,20713,0.0208745,226.87,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,prosody_high,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,22032,417,22449,0.0226245,280.024,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,prosody_high,1,True,True,True,True,True,True,True,,14,21186,396,21582,0.0217155,111.748,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,prosody_low,0,True,True,True,True,True,True,True,,14,19263,360,19623,0.0196845,104.107,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,prosody_low,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,20272,371,20643,0.0207265,100.621,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,transcript_only,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,5122,460,5582,0.003941,256.239,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v0_s04,banking,12-20,transcript_only,1,True,True,True,True,True,True,,,14,4997,440,5437,0.0038185,122.466,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,clue_removed,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21867,389,22256,0.0224115,141.109,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,clue_removed,1,True,True,True,True,True,True,,,14,20676,363,21039,0.0211425,141.156,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,full_audio,0,True,True,True,True,True,True,,,14,22408,407,22815,0.0230065,118.154,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,full_audio,1,True,True,True,True,True,True,,,14,21036,363,21399,0.0215025,91.028,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,gap_no_state_change,0,True,True,True,True,True,True,,,14,21009,404,21413,0.0215985,158.518,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,gap_no_state_change,1,True,True,True,True,True,True,,,14,19794,346,20140,0.0202095,144.113,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,neutral_audio,0,True,True,True,True,True,True,,,14,24033,419,24452,0.0246675,154.551,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,neutral_audio,1,True,True,True,True,True,True,,,14,23089,403,23492,0.0236755,140.403,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,prosody_high,0,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,22879,434,23313,0.0235225,185.192,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,prosody_high,1,True,True,True,True,True,True,True,,14,22078,419,22497,0.0226765,137.083,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,prosody_low,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,27,40932,743,41675,0.042059,292.015,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,prosody_low,1,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,25294,463,25757,0.0260245,109.382,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,transcript_only,0,True,True,True,True,True,True,,,14,5024,447,5471,0.003853,62.207,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_12to20_v1_s04,banking,12-20,transcript_only,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,5382,496,5878,0.004179,168.108,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,clue_removed,0,True,True,True,True,True,True,,,14,20246,383,20629,0.0207725,150.734,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,clue_removed,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21437,445,21882,0.0221495,132.508,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,full_audio,0,True,True,True,True,True,True,,,14,19715,377,20092,0.0202235,217.08,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,full_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,20162,380,20542,0.0206795,99.105,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,gap_no_state_change,0,False,False,True,False,True,True,,,14,21218,403,21621,0.0218045,168.486,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,gap_no_state_change,1,False,False,True,False,True,False,,STATE_BELIEF_ERROR,14,19317,372,19689,0.0198105,174.232,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,neutral_audio,0,True,True,True,True,True,True,,,14,21927,435,22362,0.0226095,139.407,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,neutral_audio,1,True,True,True,True,True,True,,,14,20627,397,21024,0.0211955,133.032,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,prosody_high,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,21925,413,22338,0.0225055,139.464,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,prosody_high,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,21430,453,21883,0.0221305,138.966,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,prosody_low,0,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,18897,369,19266,0.0193455,123.926,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,prosody_low,1,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,19589,378,19967,0.0200645,118.747,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,transcript_only,0,True,True,True,True,True,True,,,14,4959,451,5410,0.0038325,83.393,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v0_s04,banking,1-2,transcript_only,1,True,True,True,True,True,True,,,14,5037,445,5482,0.0038535,125.405,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,clue_removed,0,True,True,True,True,True,True,,,14,20717,390,21107,0.0212645,147.869,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,clue_removed,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21083,386,21469,0.0216185,121.72,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,full_audio,0,True,True,True,True,True,True,,,14,20815,395,21210,0.0213775,220.908,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,full_audio,1,True,True,True,True,True,True,,,14,23252,419,23671,0.0238865,127.477,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,gap_no_state_change,0,True,True,True,True,True,True,,,14,22849,451,23300,0.0235795,144.285,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,gap_no_state_change,1,False,False,True,False,True,True,,,14,21474,406,21880,0.0220695,119.929,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,neutral_audio,0,True,True,True,True,True,True,,,14,21649,412,22061,0.0222625,120.015,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,neutral_audio,1,True,True,True,True,True,True,,,14,20403,380,20783,0.0209205,108.046,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,prosody_high,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,24108,455,24563,0.0248145,139.133,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,prosody_high,1,False,False,True,True,True,False,False,PROSODY_GROUNDING_FAILURE;STATE_BELIEF_ERROR,14,20237,392,20629,0.0207545,120.973,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,prosody_low,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,22174,444,22618,0.0228475,108.189,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,prosody_low,1,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,20043,387,20430,0.0205455,114.432,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,transcript_only,0,True,True,True,True,True,True,,,14,5050,451,5501,0.003878,125.962,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_1to2_v1_s04,banking,1-2,transcript_only,1,True,True,True,True,True,True,,,14,4924,435,5359,0.003767,111.038,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,clue_removed,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,21361,392,21753,0.0219145,131.555,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,clue_removed,1,True,True,True,True,True,True,,,14,20915,396,21311,0.0214805,137.295,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,full_audio,0,True,True,True,True,True,True,,,14,25365,482,25847,0.0261885,107.597,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,full_audio,1,True,True,True,True,True,True,,,14,20224,383,20607,0.0207505,92.855,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,gap_no_state_change,0,False,False,True,False,True,True,,,14,20579,401,20980,0.0211595,146.603,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,gap_no_state_change,1,True,True,True,True,True,True,,,14,23826,429,24255,0.0244905,114.871,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,neutral_audio,0,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,20917,406,21323,0.0215125,128.537,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,neutral_audio,1,False,True,True,True,True,False,,STATE_BELIEF_ERROR,14,19950,366,20316,0.0204255,110.095,
C:\Users\shlee\OneDrive\Documents\GitHub\DUAL-AudioBench\paper_results\v04\reports\headline_and_controls\google_gemini-3-flash-preview.jsonl,google/gemini-3-flash-preview,bank_5to8_v0_s04,banking,5-8,prosody_high,0,False,False,True,True,True,True,False,PROSODY_GROUNDING_FAILURE,14,19630,367,19997,0.0200725,147.823,
